,Names,Websites,NaN,LinkedIn,Contact Forms,Facebook,Instagram,X,Threads,BlueSky
1519,The Happier Life Project,http://happierlifeproject.org/,,,,,,,,
1520,The Highland Senior Citizens Group Jacumba CA,https://jacumbacc.org/,,,,,,,,
1521,The Institute for Poetic Medicine,http://www.poeticmedicine.org/,,,https://www.poeticmedicine.org/contact,,,,,
1522,"The Ivy Heritage Foundation, Inc.",http://www.theivyheritagefoundation.org/,,,https://www.theivyheritagefoundation.org/copy-of-contact,,,,,
1523,The John Paul Stevens Foundation,https://jpstevensfoundation.org/,,,https://jpstevensfoundation.org/contact-us/,,,,,
1524,"The Junior League of San Francisco, Inc.",,,,,,,,,
1525,The Learning Garden,http://www.thelearninggarden.org/,,,,,,,,
1526,The LIME Foundation,http://www.thelimefoundation.org/,,,https://thelimefoundation.org/contact-us/,,,,,
1527,The Living New Deal Project,http://www.livingnewdeal.org/,,,https://livingnewdeal.org/contact/,,,,,
1528,The Living Room Center,http://www.thelivingroomsc.org/,,,,,,,,
1529,The Lodge: A Museum of Fraternal Orders and Secret Societies,http://www.thelodgemuseum.org/,,,,,,,,
1530,The Lorraine Jackson Foundation,http://www.pearlsofhope.com/,,,https://pearlsofhope.com/contact-poh/,,,,,
1531,THE MJO HOPE FOUNDATION,http://www.mjohopefoundation.org/,,,,,,,,
1532,The Mom & Dad Project,http://momanddadproject.com/,,,http://momanddadproject.com/contact,,,,,
1533,The Nancy Neffson and Wetmore Family Foundation,,,,,,,,,
1534,The Network of Care,http://www.thenetworkofcare.org/,,,https://thenetworkofcare.org/contact/,,,,,
1535,The New Black Freedom Movement INC.,http://tnbfm.com/,,,http://tnbfm.com/contact-us,,,,,
1536,The Nonprofit Institute,http://www.sandiego.edu/soles/centers-and-institutes/nonprofit-institute,,,,,,,,
1537,The Nonprofit Partnership,http://www.tnpsocal.org/,,,https://tnpsocal.org/contact/,,,,,
1538,The Occidental Arts and Ecology Center,http://oaec.org/,,,https://oaec.org/who-we-are/contact-directions/,,,,,
1539,The Pamela Trokanski Dance Theatre,http://www.trokanski.org/,,,,,,,,
1540,The Paradise Project,http://www.theparadiseproject.org/,,,https://theparadiseproject.org/contact/,,,,,
1541,The Pastoral Center,http://pastoral.center/,,,https://pastoral.center/contact-us/,,,,,
1542,"The Pearl Foundation, Inc.",http://www.thepearlfoundation.net/,,,,,,,,
1543,The Place Within- Southern California,http://www.theplacewithin.org/,,,http://www.theplacewithin.org/contact.php,,,,,
1544,The Potters' Studio,http://www.berkeleypottersstudio.org/,,,http://www.berkeleypottersstudio.org/contact-mentor,,,,,
1545,The Program Labs,https://www.theprogramlabs.org/,,,,,,,,
1546,The Provider's Coach Project,http://providerscoachproject.org/,,,http://providerscoachproject.org/contact,,,,,
1547,The Riekes Center,http://www.riekes.org/,,,,,,,,
1548,The RIS Foundation,https://risfoundation.org/,,,https://risfoundation.org/#contact/,,,,,
1549,The San Diego River Park Foundation,http://www.sandiegoriver.org/,,,https://sandiegoriver.org/contact/,,,,,
1550,The SanJeliK Foundation,http://sanjelik.org/,,,,,,,,
1551,"The Servants Ministries ""Legal Aid Firm""",http://www.tsmla.org/,,,,,,,,
1552,The Source LGBT+ Center,http://thesourcelgbt.org/,,,,,,,,
1553,The Starfish Connection,http://www.thestarfishconnection.org/,,,https://lp.constantcontactpages.com/sl/xpMjlqh/KeepMeInTheKnow,,,,,
1554,The Stephan Center,http://thestephancenter.org/,,,https://www.thestephancenter.org/contact-us/,,,,,
1555,The Supported Life Institute,http://supportedlife.org/,,,,,,,,
1556,The Towbes Foundation,https://towbesfoundation.org/,,,https://towbesfoundation.org/contact/,,,,,
1557,The Trust Project,https://thetrustproject.org/,,,https://thetrustproject.org/contact/,,,,,
1558,The Wall Las Memorias Project,http://thewalllasmemorias.org/,,,https://www.thewalllasmemorias.org/contact,,,,,
1559,The Wehrmann Foundation dba Teagan's Heart,http://www.thewehrmannfoundation.org/,,,,,,,,
1560,The Well Community for Women,http://www.thewellsd.org/,,,http://www.thewellsd.org/contact,,,,,
1561,The Westlund Center,http://www.thewestlundcenter.org/,,,http://www.thewestlundcenter.org/contact-us,,,,,
1562,The Women's Building,https://womensbuilding.org/,,,,,,,,
1563,The Women's List,http://thewomenslist.org/,,,http://thewomenslist.org/contact,,,,,
1564,Theater on the Ridge,https://www.totr.org/,,,,,,,,
1565,Theatre Bay Area,https://www.theatrebayarea.org/,,,https://members.theatrebayarea.org/contact-us,,,,,
1566,theatre dybbuk,http://theatredybbuk.org/,,,https://www.theatredybbuk.org/contact,,,,,
1567,Theatre Producers of Southern California,http://tpsca.org/,,,https://tpsca.org/contact-us/,,,,,
1568,Therapy Dogs of America,https://therapydogsamerica.org/,,,https://therapydogsamerica.org/contact-us/,,,,,
1569,Tia Chucha's Centro Cultural,http://www.tiachucha.org/,,,,,,,,
1570,Tichenor Clinic for Children,http://tichenorclinic.org/,,,https://tichenorclinic.org/contact/,,,,,
1571,Tijuana Estuary Foundation,https://southwestwetlands.org/,,,https://tijuanaestuary.org/contact/,,,,,
1572,Time for Change Foundation,http://www.timeforchangefoundation.org/,,,https://www.timeforchangefoundation.org/about/contact/,,,,,
1573,Tipping Point Community,http://tippingpoint.org/,,,https://tippingpoint.org/contact-visitor-information/,,,,,
1574,TOArts,http://www.toarts.org/,,,https://toarts.org/contact/,,,,,
1575,Today's Woman Foundation,http://todayswomanfoundation.org/,,,https://todayswomanfoundation.org/contact-us-2/,,,,,
1576,TODEC Legal Center Perris,http://www.todec.org/,,,,,,,,
1577,TOGETHER Bay Area,https://togetherbayarea.org/,,,,,,,,
1578,Tompkins Conservation,https://tompkinsconservation.org/,,,,,,,,
1579,Tools for Peace,http://www.toolsforpeace.org/,,,,,,,,
1580,Toolworks,http://www.toolworks.org/,,,https://toolworks.org/about/contact,,,,,
1581,Torrance Education Foundation,http://www.tef4kids.org/,,,https://www.tef4kids.org/contact/,,,,,
1582,Townspeople,https://townspeople.org/,,,https://townspeople.org/contact-us/,,,,,
1583,Transcanwork,http://www.transcanwork.org/,,,http://www.transcanwork.org/contact,,,,,
1584,TransFamily Support Services,http://www.transfamilysos.org/,,,https://transfamilysos.org/contact-us/,,,,,
1585,Transform,http://www.transformca.org/,,,,,,,,
1586,"Transforming Lives Together, Inc.",http://www.transforminglivestogether.net/,,,,,,,,
1587,Transition House,http://www.transitionhouse.com/,,,https://transitionhouse.com/contact-transition-house/,,,,,
1588,Transitions-Mental Health Association,http://www.t-mha.org/,,,http://www.t-mha.org/contact.php,,,,,
1589,Traveler's Aid Society of San Diego,http://travelersaidsandiego.org/,,,https://travelersaidsandiego.org/contact/,,,,,
1590,Tree House Hollow Preschool,http://www.treehousehollow.org/,,,,,,,,
1591,Tree of Hope Foundation,http://www.treeofhope.healthcare/,,,,,,,,
1592,Tribal Law & Policy Institute,http://www.tlpi.org/,,,http://www.tlpi.org/http://www.home.tlpi.org/#!contact/c12xx,,,,,
1593,Tribal Trust Foundation,http://tribaltrustfoundation.org/,,,https://tribaltrustfoundation.org/contact/,,,,,
1594,Trinity Center,https://www.trinitycenterwc.org/,,,https://www.trinitycenterwc.org/contact/,,,,,
1595,Tri-Valley Communities Against a Radioactive Environment,https://trivalleycares.org/,,,https://www.senate.gov/general/contacting.htm,,,,,
1596,Tri-Valley Conservancy,http://www.trivalleyconservancy.org/,,,,,,,,
1597,Tri-Valley Nonprofit Alliance,https://tvnpa.org/,,,,,,,,
1598,Tuleyome,https://www.tuleyome.org/,,,,,,,,
1599,Tuolumne River Trust,https://www.tuolumne.org/,,,,,,,,
1600,Tustin Community Foundation,http://www.tustincommunityfoundation.org/,,,,,,,,
1601,U.R. Love Inc,https://www.urloveinc.org/,,,,,,,,
1602,UAW Center for Manufacturing a Green Economy (CMGE),http://uawcmge.org/,,,https://uawcmge.org/contact/,,,,,
1603,Umoja Community Education Foundation,https://umojacommunity.org/,,,,,,,,
1604,UnCommon  Law,https://www.uncommonlaw.org/,,,https://www.uncommonlaw.org/contact-us,,,,,
1605,Unearth and Empower Communities,https://www.unearthandempower.org/,,,,,,,,
1606,Uniquely Abled Project,http://uniquelyabledproject.org/,,,https://uniquelyabledproject.org/contact-us/,,,,,
1607,Unitarian Universalist Congregation of Marin,http://www.uumarin.org/,,,,,,,,
1608,Unitarian Universalist Refugee and Immigrant Services and Education,http://uurise.org/,,,https://uurise.org/contact/,,,,,
1609,United Latino Voices of Contra Costa County,https://ulvccc.org/,,,,,,,,
1610,United States Veterans Initiative - Inland Empire,https://usvets.org/locations/inland-empire/,,,https://usvets.org/locations/inland-empire/contact-us/,,,,,
1611,United Swiss Societies of Northern California,http://www.ussnc.org/,,,http://www.ussnc.org/contact,,,,,
1612,United UpStanders Inc.,https://www.unitedupstanders.com/,,,https://www.unitedupstanders.com/contact,,,,,
1613,United Way Fresno and Madera Counties,http://www.uwfm.org/,,,https://lp.constantcontactpages.com/sl/gNRvmBJ,,,,,
1614,United Way of San Joaquin County,http://www.unitedwaysjc.org/,,,,,,,,
1615,United Way of Santa Cruz County,http://www.unitedwaysc.org/,,,http://www.unitedwaysc.org/contact-us,,,,,
1616,United Way of Stanislaus County,https://uwaystan.org/,,,https://uwaystan.org/contact-us,,,,,
1617,United Ways of California,http://www.unitedwaysca.org/,,,,,,,,
1618,Unity Schools,http://www.unityschools.net/,,,,,,,,
1619,UniverSOUL Hip Hop,https://www.universoulhiphop.com/,,,,,,,,
1620,UpValley Family Centers of Napa County,http://www.upvalleyfamilycenters.org/,,,http://www.upwell.org/contact,,,,,
1621,Upwell Turtles,http://www.upwell.org/,,,,,,,,
1622,Urban Ecology Conservatory,http://www.urbanecologyconservatory.org/,,,https://urbanhabitat.org/media-contacts/,,,,,
1623,Urban Habitat,http://www.urbanhabitat.org/,,,,,,,,
1624,Urban Peace Movement Oakland,https://urbanpeacemovement.org/,,,https://urgentactionfund.org/contact/,,,,,
1625,Urgent Action Fund,http://www.urgentactionfund.org/,,,,,,,,
1626,Vaad of Northern California/Sunrise Kosher,http://www.sunrisekosher.org/,,,,,,,,
1627,Vajrapani Institute for Wisdom Culture,http://www.vajrapani.org/,,,,,,,,
1628,Valley Forward,http://www.valleyfwd.org/,,,https://valleyhumane.org/contact-us/,,,,,
1629,"Valley Humane Society, Inc.",http://valleyhumane.org/,,,https://opendns.com/contact/,,,,,
1630,Valley Restart Shelter Inc,http://www.valleyrestart.org/,,,,,,,,
1631,Valley Village Retirement Community,http://www.valleyvillageretirement.com/,,,,,,,,
1632,Veggielution,http://www.veggielution.org/,,,https://www.vcfarmtoschool.org/contact-us,,,,,
1633,Ventura County Farm to School,https://www.vcfarmtoschool.org/,,,https://venturafiresafe.org/contact/,,,,,
1634,Ventura Regional Fire Safe Council,http://www.venturafiresafe.org/,,,http://www.sccvonline.org/contact.html,,,,,
1635,Ventures,http://www.sccvonline.org/,,,,,,,,
1636,Verge Center for the Arts,,,,https://vesper.org/about-us/contact-us/,,,,,
1637,Vesper Society,https://vesper.org/,,,,,,,,
1638,Victoria Avenue Forever,,,,https://www.cohenbrayhouse.org/contact-us,,,,,
1639,Victorian Preservation Center of Oakland,http://www.cohenbrayhouse.org/,,,https://www.vvvets.org/contact-us/,,,,,
1640,Victory Village Inc,http://www.vvvets.org/,,,,,,,,
1641,Vietnamese American Cancer Foundation,https://www.vacf.org/,,,,,,,,
1642,Vietnamese American Roundtable,https://varoundtable.org/,,,,,,,,
1643,Villages of San Mateo County,https://www.villagesofsmc.org/,,,https://vinfoundation.org/contact/,,,,,
1644,VIN Foundation,http://vinfoundation.org/,,,https://visionycompromiso.org/get-involved/contact/,,,,,
1645,Vision Y Compromiso,https://visionycompromiso.org/,,,https://visittrivalley.com//about-tri-valley/contact-tri-valley/,,,,,
1646,Visit Tri-Valley,https://visittrivalley.com/,,,https://www.vistability.net/contact-us,,,,,
1647,VistAbility,http://www.vistability.org/,,,https://www.vitalarts.org/contact,,,,,
1648,Vital Arts,https://www.vitalarts.org/,,,https://scvolunteercenter.org/contact/,,,,,
1649,Volunteer Center Of Santa Cruz County,http://www.scvolunteercenter.org/,,,https://lp.constantcontactpages.com/sl/Zl63um8,,,,,
1650,Volunteer Center South Bay Harbor Long Beach,http://volcenter.org/,,,http://www.vim-sandiego.org/contact,,,,,
1651,"Volunteers in Medicine - San Diego, Inc.",http://www.vim-sandiego.org/,,,,,,,,
1652,Volunteers of the Burbank Animal Shelter,https://www.burbankca.gov/web/parks-recreation/burbank-animal-shelter-homepage,,,http://www.wahmei.org/contact-us,,,,,
1653,Wah Mei School,http://www.wahmei.org/,,,,,,,,
1654,Walden Foundation Inc,https://waldencenterschool.org/,,,http://walkintuit.org/contact,,,,,
1655,Walk Intuit,http://walkintuit.org/,,,https://www.constantcontact.com/legal/service-provider,,,,,
1656,Walnut Avenue Family & Women's Center,http://www.wafwc.org/,,,https://haassr.org/contact-us/,,,,,
1657,Walter and Elise Haas Fund,http://www.haassr.org/,,,,,,,,
1658,Walter H Everett Foundation,http://walterheverett.com/,,,http://www.warehouseworkers.org/contact,,,,,
1659,Warehouse Worker Resource Center,http://www.warehouseworkers.org/,,,https://www.watsonvillelawcenter.org/contact/,,,,,
1660,Watsonville Law Center,http://www.watsonvillelawcenter.org/,,,http://www.watsonvillewetlandswatch.org/contact,,,,,
1661,Watsonville Wetlands Watch,http://www.watsonvillewetlandswatch.org/,,,http://www.wattsofpowerfoundation.org/contact,,,,,
1662,Watts of Power Foundation,http://www.wattsofpowerfoundation.org/,,,https://wearegroundswell.org/about/contact-us/,,,,,
1663,We Are Groundswell,https://www.wearegroundswell.org/,,,https://wecaresolar.org/get-involved/contact-us/,,,,,
1664,We Care Solar,https://wecaresolar.org/,,,https://www.wfan.net/animal-rescue-and-welfare-organization-contact-us,,,,,
1665,Weber Foundation Animal Network,https://www.wfan.net/,,,https://weingartfnd.org/contact-us/,,,,,
1666,Weingart Foundation,http://www.weingartfnd.org/,,,https://welcomehomehousing.org/contact/,,,,,
1667,Welcome Home Housing,http://www.welcomehomehousing.org/,,,,,,,,
1668,West Coast Conference,http://www.wccsports.com/,,,https://www.edfundwest.org/who-we-are/contact/,,,,,
1669,West Contra Costa Public Education Fund,http://www.edfundwest.org/,,,,,,,,
1670,West Fresno Health Care Coalition (dba: West Fresno Family Resource Center),http://www.wfresnofrc.org/,,,,,,,,
1671,Western Association of Educational Opportunity Personnel,http://www.westop.org/,,,,,,,,
1672,Western Center on Law & Poverty,http://www.wclp.org/,,,https://www.pnhelp.org/contact-us,,,,,
1673,Western Neuropathy Association,https://www.pnhelp.org/,,,,,,,,
1674,Western Youth Services,http://www.westernyouthservices.org/,,,https://www.wsfb.org/about-us/contact-us/,,,,,
1675,Westside Food Bank,http://www.westsidefoodbankca.org/,,,http://www.westsidejcc.org/contact,,,,,
1676,Westside Jewish Community Center Inc,http://www.westsidejcc.org/,,,https://www.wexford.org/contact,,,,,
1677,"Wexford, Inc.",http://www.wexford.org/,,,https://whitebarkinstitute.org/contact/,,,,,
1678,Whitebark Institute,https://www.whitebarkinstitute.org/,,,http://www.wildfarmalliance.org/contact,,,,,
1679,Wild Farm Alliance,http://www.wildfarmalliance.org/,,,,,,,,
1680,Wild Iris Family Counseling & Crisis Center,https://www.wild-iris.org/,,,https://wildnet.org/contact-us/,,,,,
1681,Wildlife Conservation Network,http://www.wildnet.org/,,,https://wildlifemadagascar.org/contact,,,,,
1682,Wildlife Madagascar,http://wildlifemadagascar.org/,,,,,,,,
1683,Wildling Museum of Art and Nature,http://www.wildlingmuseum.org/,,,,,,,,
1684,Wildwood Watchers Fire Safe Council,,,,https://wrpioneers.org/contact/,,,,,
1685,Will Rogers Institute,http://www.willrogersmotionpicture.org/,,,,,,,,
1686,"Willbridge of Santa Barbara, Inc.",https://www.willbridgesb.org/,,,https://www.whdfoundation.org/contact-us,,,,,
1687,William H. Douglas Foundation,https://www.whdfoundation.org/,,,,,,,,
1688,William James Association,http://williamjamesassociation.org/,,,https://winemarketcouncil.com/contact-us/,,,,,
1689,Wine Market Council,https://winemarketcouncil.com/,,,https://cccwinternights.org/contact/,,,,,
1690,"Winter Nights Family Shelter, Inc.",https://cccwinternights.org/,,,https://womendonorsaction.org/contact-us/,,,,,
1691,Women Donors Network Action,http://www.wdnaction.org/,,,,,,,,
1692,Women Helping Other Women (WHOW),http://whowlivelovelearn.org/,,,http://www.womeninlocalization.com/contact-us/,,,,,
1693,Women in Localization,http://www.womeninlocalization.com/,,,,,,,,
1694,Women Winemakers & Culinarians Foundation,https://sbwomenwinemakers.com/,,,,,,,,
1695,Women's Cancer Resource Center,http://wcrc.org/,,,https://womensfoundca.org/who-we-are/contact-womens-foundation/,,,,,
1696,Women's Foundation California,http://womensfoundca.org/,,,https://womensfoundca.org/who-we-are/contact-womens-foundation/,,,,,
1697,Women's Intercultural Network,http://winaction.org/,,,https://winaction.org/#contact,,,,,
1698,Women's Survivors Network,,,,,,,,,
1699,Women's Theatre Collective,http://www.womenstheatrecollective.org/,,,https://www.womenstheatrecollective.org/contact,,,,,
1700,Words In The Wild,http://wordsinthewild.org/,,,http://wordsinthewild.org/contact-us,,,,,
1701,Working Wardrobes for a New Start,http://www.workingwardrobes.org/,,,https://www.workingwardrobes.org/contact-us/,,,,,
1702,Worksite Wellness Los Angeles,http://www.worksitewellnessla.org/,,,https://worksitewellnessla.org/contact/,,,,,
1703,Wright Institute Los Angeles (WILA),http://wila.org/,,,http://wila.org/contact/#wilacall,,,,,
1704,"Xinewh-Ding, Inc.",https://www.facebook.com/xontehLtawhupa,,,,,,,,
1705,Y&H Soda Foundation,https://www.yhsodafoundation.org/,,,https://www.yhsodafoundation.org/contact-us,,,,,
1706,YMCA of Glendale,http://www.glendaleymca.org/,,,http://www.glendaleymca.org/contact.html,,,,,
