"name","address","zip_code","type","administrator","phonenumber","source","entity_type"
"SFC VHV LP <LF> COMMUNITY DEVELOPMENT COMMISSION OF CITY OF VISTA","777  Anns Way",NULL,"APARTMENTS","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"SFPP LP C/O KINDER MORGAN ENERGY PARTNERS LP","9966  San Diego Mission Rd",NULL,"SERVICE STATION&MKTS","ATTN GENERAL COUNSEL",NULL,"Audrey Merged",NULL
"SHARP CHULA VISTA MEDICAL CENTER DBA COMMUNITY HOSPITAL OF CV","751  Medical Center Ct",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP CHULA VISTA MEDICAL CENTER DBA COMMUNITY HOSPITAL OF CV","754  Medical Center Ct",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP CHULA VISTA MEDICAL CENTER EMPLOYEE HEALTH OFFICE","750  Medical Center Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O SHARP HEALTHCARE",NULL,"Audrey Merged",NULL
"SHARP CORONADO HOSPITAL& HEALTHCARE CENTER CORP DBA CORONADO HOSPITAL","250  Prospect Pl",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP CORONADO HOSPITAL& HEALTHCARE CENTER CORP DBA CORONADO HOSPITAL","233  Prospect Pl",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTH PLAN  ","8520  Tech Way",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN GRACE NARCISO",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","10243  Genetic Center Dr",NULL,"MISCELLANEOUS ASSOC","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","2929  Health Center Dr",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","3850  Valley Vista Rd",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","3572  Corporate Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","2650  Camino Del Rio N",NULL,"MISCELLANEOUS ASSOC","ATTN RANDALL SORENSON",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","8701  Cuyamaca St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","8520  Tech Way",NULL,"MISCELLANEOUS ASSOC","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","5651  Copley Dr",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE  ","7901  Frost St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE CENTER ONCOLOGY RESEARCH ","7930  Frost St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN RANDALL SORENSON",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP CARE ","230  Prospect Pl",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP CARE ","2437  Fenton St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP CARE ","8851  Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP CARE ","7930  Frost St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP CARE MEDICAL GROUP REHABILITATION","2999  Health Center Dr",NULL,"HOSPITAL","SEE 6907503430",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP HEALTHCARE ","4000  Ruffin Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP HEALTHCARE ","3571  Corporate Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP HEALTHCARE ADMIN ","8695  Spectrum Center Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP LABORATORY SERVICES ","4320  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP LABORATORY SERVICES ","2790  Truxtun Rd",NULL,"MEDICAL LABORATORY","ATTN RANDALL SORENSON",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP LABORATORY SVCS ","8765  Aero Dr",NULL,"MEDICAL LABORATORY","ATTN RANDALL SORENSON",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","12710  Carmel Country Rd",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","5525  Grossmont Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","2600  Via De La Valle",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","3555  Kenyon St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","8933  Activity Rd",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","10670  Wexford St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","9610  Granite Ridge Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","16899 W Bernardo Dr",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","300  Fir St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","1400 E Palomar St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","525  3Rd Ave",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","10225  Austin Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","2020  Genesee Ave",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","3075  Health Center Dr",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE DBA SHARP REES-STEALY ","344  F St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE INTEGRATED BEHAVIORAL HEALTH PROGRAM","7930  Frost St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE LAB  ","230  Avocado Ave",NULL,"MEDICAL LABORATORY","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE MEDICAL OFFICE ","8851  Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE ORTHOPEDICS ","8008  Frost St",NULL,"ATTORNEY","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE SHARP GROSSMONT HOSPITAL COMPLIANCE OFFICE","8851  Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE SHARP GROSSMONT HOSPITAL PRENATAL CLINIC","8851  Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE SHARP INFECTION PREVENTION& CLINICAL EPIDEMIOLOGY","7930  Frost St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE SHARP LABORATORY SERVICES ","3131  Berger Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE SHARP REES STEALY MEDICAL GROUP","8010  Frost St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP HEALTHCARE SHARPCARE LANTERN CREST ","300  Lantern Crest Way",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP MEMORIAL HOSPITAL DBA SHARP MESA VISTA BEHAVIORAL HEALTH","1460 E Main St",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHARP MEMORIAL HOSPITAL SHARP MESA VISTA BEHAVIORAL HEALTH PROGRAM","4275  El Cajon Blvd",NULL,"HOSPITAL","ATTN VY VU",NULL,"Audrey Merged",NULL
"SHELL ENERGY NORTH AMERICA US LP ","4445  Eastgate Mall",NULL,"FARM EQUIP-FARMING","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"SISTEMAS MEDICOS NACIONALES SA DE CV DBA SIMNSA HEALTH PLAN","2088  Otay Lakes Rd",NULL,"MISC PROFESSIONAL","C/O CARLOS YIDONOY",NULL,"Audrey Merged",NULL
"SLATEN CORPORATION DBA UNITED ENVIRONMENTAL ","645  Marsat Ct",NULL,"BRICK & CEMENT","ATTN JESUS SLATEN",NULL,"Audrey Merged",NULL
"SMACKLAB MARKETING&SOCIAL DBA WAYWARD KIND ","8779  Highwood Dr",NULL,"ADVERTISING","ATTN JULES TAGGART",NULL,"Audrey Merged",NULL
"SOBER LIFE RECOVERY SOLUTIONS LLC DBA HEALTHY U BEHAVIORAL","3930  4Th Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","HEALTH",NULL,"Audrey Merged",NULL
"SOCIAL IMPACT PRODUCTS LLC DBA FROSTY BURGER ","28823  Old Highway 80",NULL,"FROSTY STAND","C/O ALFRED W ATALLAH",NULL,"Audrey Merged",NULL
"SOCIAL SERVICE LEAGUE OF LA JOLLA DBA LEAGUE HOUSE","7457  Olivetas Ave",NULL,"MISCELLANEOUS ASSOC","SEE 6836620000",NULL,"Audrey Merged",NULL
"SOCIAL SERVICE LEAGUE OF LA JOLLA INC DBA LEAGUE HOUSE","7465  Olivetas Ave",NULL,"INSTITUTIONAL EXEMPT","SEE 6836660000",NULL,"Audrey Merged",NULL
"SOCIAL THAI KITCHEN  ","1830  Sunset Cliffs Blvd",NULL,"CAFE","PMB 283",NULL,"Audrey Merged",NULL
"SOLAR ATMOSPHERES OF SAN DIEGO INC ","877  Vernon Way",NULL,"MISC CONTRACTOR","ATTN DEREK DENNIS",NULL,"Audrey Merged",NULL
"SOLAR SOLUTIONS LLC  ","10080  Willow Creek Rd",NULL,"ARCHITECT&ENGINEER","ATTN FRANK D HUSSON JR",NULL,"Audrey Merged",NULL
"SOLAR STAR CALIFORNIA II LLC C/O BARCLAY DAMON LLP ","3654  Aero Ct",NULL,"PHOTOVOLTAIC","ATTN A ORLANDELLA",NULL,"Audrey Merged",NULL
"SOLAR STAR CALIFORNIA II LLC C/O BARCLAY DAMON LLP ","9388  Lightwave Ave",NULL,"PHOTOVOLTAIC","ATTN A ORLANDELLA",NULL,"Audrey Merged",NULL
"SOLAR STAR CALIFORNIA II LLC C/O BARCLAY DAMON LLP ","355  Fletcher Pkwy",NULL,"PHOTOVOLTAIC","ATTN A ORLANDELLA",NULL,"Audrey Merged",NULL
"SOLAR STAR CALIFORNIA II LLC C/O BARCLAY DAMON LLP ","3570  Aero Ct",NULL,"PHOTOVOLTAIC","ATTN A ORLANDELLA",NULL,"Audrey Merged",NULL
"SOLAR STAR CALIFORNIA II LLC C/O BARCLAY DAMON LLP ","9393  Lightwave Ave",NULL,"PHOTOVOLTAIC","ATTN A ORLANDELLA",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INC DBA SOLAR FAITH CHAPEL ","2200  Pacific Hwy",NULL,"MISC PROFESSIONAL","C/O JIM QUINN",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INC/LR SOLAR FAITH CHAPEL/LE ","2200  Pacific Hwy",NULL,"EXEMPT LESSOR","C/O JIM GUINN",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION CSC) ","9330  Sky Park Ct",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION HD) ","2200  Pacific Hwy",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION KM) ","4200  Ruffin Rd",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION SKY1) ","9173  Sky Park Ct",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION SKY2) ","9250  Sky Park Ct",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION SKY3) ","9280  Sky Park Ct",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLAR TURBINES INCORPORATED (LOCATION SKY4) ","4180  Ruffin Rd",NULL,"METAL-HEAVY MFG","ATTN TAX DEPT CSC-16",NULL,"Audrey Merged",NULL
"SOLARA HEALTH, INC.","5322 Soledad Mountain Rd","92109.0","SOCIAL REHABILITATION FACILITY","DOYLE, TIM","(209) 607-3014","Audrey Merged",NULL
"SOLARA MEDICAL SUPPLIES INC  ","2084  Otay Lakes Rd",NULL,"MEDICAL/HOSPITAL","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"SOLARIS 28","14528 Garden Rd","92064.0","RESIDENTIAL CARE ELDERLY","RIVERA, VON","(858) 883-5945","Audrey Merged",NULL
"SOLARIS 30","14530 Garden Rd","92064.0","RESIDENTIAL CARE ELDERLY","ARCA, LUCIA","(858) 883-2680","Audrey Merged",NULL
"SOLARIS 34","14534 Garden Rd","92064.0","RESIDENTIAL CARE ELDERLY","RIVERA, VON ALLANNE","(858) 883-2707","Audrey Merged",NULL
"SOLARIS 36","14536 Garden Rd","92064.0","RESIDENTIAL CARE ELDERLY","ARCA, LUCIA","(858) 842-4246","Audrey Merged",NULL
"SOLARIS 48","14548 Garden Rd","92064.0","RESIDENTIAL CARE ELDERLY","VON RIVERA","(858) 842-4246","Audrey Merged",NULL
"SOLV ENERGY LLC  ","16680 W Bernardo Dr",NULL,"MISC CONTRACTOR","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"SOLV ENERGY LLC  ","16855 W Bernardo Dr",NULL,"MISC CONTRACTOR","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"SOLV ENERGY LLC  ","16736 W Bernardo Dr",NULL,"MISC CONTRACTOR","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"SOUTH BAY COMMUNITY HEALTH CENTER LLC DBA PHYSICAL REHAB CENTER","1463 E Plaza Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN TERESA P EMERY",NULL,"Audrey Merged",NULL
"SOUTH BAY COMMUNITY SERVICES INC ","1536  Concord Way",NULL,"MISCELLANEOUS ASSOC","C/O GLORIA RAMIREZ",NULL,"Audrey Merged",NULL
"SOUTH BAY COMMUNITY SERVICES INC ","1194  Trenton Ave",NULL,"MISCELLANEOUS ASSOC","C/O GLORIA RAMIREZ",NULL,"Audrey Merged",NULL
"SOUTH BAY COMMUNITY SERVICES INC ","3878  Old Town Ave",NULL,"RELIGIOUS ORGANIZATI","C/O GLORIA RAMIREZ",NULL,"Audrey Merged",NULL
"SOUTH BAY COMMUNITY SERVICES INC ","192  Landis Ave",NULL,"MISCELLANEOUS ASSOC","C/O GLORIA RAMIREZ",NULL,"Audrey Merged",NULL
"SOUTH BAY HEALTH&INSURANCE SERVICES INC DBA SBHIS","4444  El Cajon Blvd",NULL,"INSURANCE BROKER","ATTN THOMAS HOLM",NULL,"Audrey Merged",NULL
"SOUTH BAY HEALTH&INSURANCE SERVICES INC DBA SBHIS","550  Vista Way",NULL,"INSURANCE BROKER","ATTN THOMAS HOLM",NULL,"Audrey Merged",NULL
"SOUTH BAY HEALTH&INSURANCE SERVICES INC DBA SBHIS","626  L St",NULL,"INSURANCE BROKER","ATTN THOMAS HOLM",NULL,"Audrey Merged",NULL
"SOUTH BAY HEALTH&INSURANCE SERVICES INC DBA SBHIS","740  Bay Blvd",NULL,"INSURANCE BROKER","ATTN THOMAS HOLM",NULL,"Audrey Merged",NULL
"SOUTHERN CALIFORNIA HOUSING COLLABORATIVE CIC OUCHI LLC","5003  Imperial Ave",NULL,"APARTMENTS","DBA OUCHI COURTYARD APTS",NULL,"Audrey Merged",NULL
"SOUTHERN CALIFORNIA HOUSING DEVELOPMENT CORP OF ORANGE COPPER HILLS APARTMENTS L P","1400  Q Ave",NULL,"LOW INCOME HOUSING","DBA VISTA DEL SOL",NULL,"Audrey Merged",NULL
"SOUTHERN CALIFORNIA HOUSING DEVELOPMENT CORPORATION OF ORANG COPPER HILLS APARTMENTS L P","1440  Q Ave",NULL,"LOW INCOME HOUSING","DBA PASEO DEL SOL SEE 7430008033",NULL,"Audrey Merged",NULL
"SOUTHERN CALIFORNIA HOUSING DEVELOPMENT CORPORATION OF ORANG VISTA DEL SOL APARTMENTS LP","1421  Q Ave",NULL,"LOW INCOME HOUSING","DBA PASEO DEL SOL SEE 9190004463",NULL,"Audrey Merged",NULL
"SOUTHERN CALIFORNIA HOUSING DEVELOPMENT CORPORATION OF ORANG VISTA DEL SOL APARTMENTS LP","1433  Q Ave",NULL,"LOW INCOME HOUSING","DBA PASEO DEL SOL SEE 9190004463",NULL,"Audrey Merged",NULL
"SOUTHERN CALIFORNIA HOUSING DEVELOPMENT CORPORATION OF ORANG VISTA DEL SOL APARTMENTS LP","1445  Q Ave",NULL,"LOW INCOME HOUSING","DBA PASEO DEL SOL SEE 9190004463",NULL,"Audrey Merged",NULL
"SOUTHWEST CARPENTERS TRAINING FUND PALOMAR COMMUNITY COLLEGE","10054  Old Grove Rd",NULL,"EXEMPT LESSOR","C/O NINA GUTIERREZ",NULL,"Audrey Merged",NULL
"SOUTHWEST CARPENTERS TRAINING FUND/LR PALOMAR COMMUNITY COLLEGE/LE","8595  Miralani Dr",NULL,"EXEMPT LESSOR","ATTN NINA GUTIERREZ",NULL,"Audrey Merged",NULL
"SOUTHWEST ENVIRONMENTS LANDSCAPE SERVICES INC ","171  Mace St",NULL,"JANITORIAL","PMB 1206",NULL,"Audrey Merged",NULL
"SPRINGHILL INDEPENDENT BAPTIST DBA SPRINGHILL COMMUNITY CHURCH","4512  Imperial Ave",NULL,"RELIGIOUS ORGANIZATI","C/O REGINALD GATES",NULL,"Audrey Merged",NULL
"SRI GOPAL DBA EXCEL HOME HEALTH ","5575  Lake Park Way",NULL,"MISC & TECHNICAL LAB","ATTN SRI GOPAL PRES",NULL,"Audrey Merged",NULL
"SSA SOLAR OF CA 1 LLC  ","1150  Broadway",NULL,"ELECTRICITY GENERATI","ATTN PROPERTY TAX",NULL,"Audrey Merged",NULL
"SSA SOLAR OF CA 1 LLC  ","710  Dennery Rd",NULL,"ELECTRICITY GENERATI","ATTN PROPERTY TAX",NULL,"Audrey Merged",NULL
"ST JOHNS PLAZA HOUSING PARTNERS LP C/O CATHOLIC CHARITIES","8150  Broadway",NULL,"APARTMENTS","PMB 250",NULL,"Audrey Merged",NULL
"ST STEPHENS HOUSING PARTNERS LP ","5641  Imperial Ave",NULL,"LOW INCOME HOUSING","C/O THE RELATED CO OF CA",NULL,"Audrey Merged",NULL
"ST. PAUL'S COMMUNITY CARE CENTER","328 Maple Street","92103.0","ADULT DAY PROGRAM","SOPHIA LUKAS","(619) 239-6900","Audrey Merged",NULL
"STANDLEY COMMUNITY PARK","Syracuse Ave Wly Syracuse Way",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"STANDLEY COMMUNITY PARK","Governor Dr & Mercer St",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"SUN HEALTH MEDICAL CLINIC PC  ","427  C St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DR SUNITA SHAILAM",NULL,"Audrey Merged",NULL
"SUNDER ENERGY LLC  ","6020  Cornerstone Ct W",NULL,"MISC CONTRACTOR","C/O TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"SUNNY VIEWS","25143 Jack Rabbit Acres","92026.0","COMMUNITY CRISIS HOME - ARF","THIEM, REBECCA W.","(760) 566-8648","Audrey Merged",NULL
"SUNSPIRED INC DBA SUNSPIRED SOLAR ","16885 W Bernardo Dr",NULL,"ELECTRICAL","ATTN DERRICK BREAUX",NULL,"Audrey Merged",NULL
"SUNTERRA SOLAR INC  ","9682  Via Excelencia",NULL,"MISC CONTRACTOR","ATTN CHRIS BUNAS",NULL,"Audrey Merged",NULL
"SYNERGY HEALTH AST LLC DBA STERIS APPLIED STERILIZATION TECHNOLOGIES","9020  Activity Rd",NULL,"MISC & TECHNICAL LAB","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"TEICHERT ENERGY&UTILITIES GROUP INC ","600 S Andreasen Dr",NULL,"MISC CONTRACTOR","ATTN ACCOUNTING",NULL,"Audrey Merged",NULL
"TEN FIFTY B STREET LP&TENFIFTY B STREET HOUSING PARTNERS LP ","1050  B St",NULL,"LOW INCOME HOUSING","C/O NP FNDTN FOR AFFORD HSNG",NULL,"Audrey Merged",NULL
"TERRA COTTA HOUSING ASSOCIATES A CALIF LIMITED PARTNERSHIP ","523  Rush Dr",NULL,"LOW INCOME HOUSING","C/O DELPHINE SHERMAN CFO",NULL,"Audrey Merged",NULL
"TESLA ENERGY OPERATIONS INC  ","0  San Diego",NULL,"ELECTRICITY GENERATI","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"TESLA ENERGY OPERATIONS INC #3217 ","2370  Oak Ridge Way",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"TESLA ENERGY OPERATIONS INC #3827 ","8225  Mercury Ct",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"TEXAS STREET SENIOR HOUSING LP  ","4200  Texas St",NULL,"APARTMENTS","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"THADS SOCIAL INC DBA THADS ","3517  E St",NULL,"BAR","ATTN ELBERT B POPPELL",NULL,"Audrey Merged",NULL
"THOMAS PROACTIVE HEALTH INC DBA PRO ACTIVE MEDICAL WEIGHT MANAGEMENT","13173  Black Mountain Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O KIM THOMAS",NULL,"Audrey Merged",NULL
"TIERRASANTA COMMUNITY PK","Clmnt Mesa Blv & Promesa Ct",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"TORREY VALE CIC LP/ PACIFIC SOUTHWEST COMMUNITY DEVELOPMENT CORP-MGP","6525  Rancho Del Sol Way",NULL,"APARTMENTS","C/O CONAM MANAGEMENT",NULL,"Audrey Merged",NULL
"TOTAL RENAL CARE INC DVA RENAL HEALTHCARE INC ","4455  Murphy Canyon Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 769",NULL,"Audrey Merged",NULL
"TOWER HOUSING PARTNERS LP DBA LUTHER TOWER ","1455  2Nd Ave",NULL,"APARTMENTS","PMB 250",NULL,"Audrey Merged",NULL
"TPSC IX LLC DBA HEALTHPEAK PROPERTIES INC (BOARDWALK COMMON AREA FF&E)","10275  Science Center Dr",NULL,"MISC PROFESSIONAL","C/O PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"TRANSCEND BEHAVIORAL HEALTH INC ","4452  Park Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ANTHONY KULETO CEO",NULL,"Audrey Merged",NULL
"TRANSITIONAL HOUSING SITE","1788 Palm Avenue",NULL,"HOMELESS","Economic Dev",NULL,"Audrey Merged",NULL
"TRINITY CHRISTIAN REFORMED CHURCH OF CHULA VISTA DBA OTAY MESA COMMUNITY","4110  Palm Ave",NULL,"RELIGIOUS ORGANIZATI","CHRISTIAN",NULL,"Audrey Merged",NULL
"TRIO COMMUNITY MEALS LLC A6970 ","525  14Th St",NULL,"MISC PROFESSIONAL","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"TRUE HEALTH MEDICAL SAN DIEGO PC DBA TRUE HEALTH MEDICAL","9663  Tierra Grande St",NULL,"DOCTOR/OSTEOPA/CHIRO","SAN DIEGO",NULL,"Audrey Merged",NULL
"TRUE VINE MISSIONARY BAPTIST CHURCH COMMUNITY CENTER ","424 N 69Th St",NULL,"RELIGIOUS ORGANIZATI","C/O ERIC MILLER",NULL,"Audrey Merged",NULL
"TRUHEALTH CLINICS  ","8996  Miramar Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN MICHAEL CUTLER MD",NULL,"Audrey Merged",NULL
"TSAI MARK DBA TOTAL WELLNESS HEALTH/ ACUPUNCTURE/CHIROPRACTIC","316 E H St",NULL,"DOCTOR/OSTEOPA/CHIRO","CENTER",NULL,"Audrey Merged",NULL
"TYCO HEALTHCARE GROUP LP  ","9888  Genesee Ave",NULL,"MISC PROFESSIONAL","ATTN P L OROURKE",NULL,"Audrey Merged",NULL
"TYCO HEALTHCARE GROUP LP  ","3482  Camino Cereza",NULL,"MISC PROFESSIONAL","ATTN P L OROUKE",NULL,"Audrey Merged",NULL
"TYCO HEALTHCARE GROUP LP  ","3467  Ashford St",NULL,"MISC PROFESSIONAL","ATTN PL OROURKE",NULL,"Audrey Merged",NULL
"TYCO HEALTHCARE GROUP LP  ","2374  Lapis Rd",NULL,"MISC PROFESSIONAL","ATTN P L OROURKE",NULL,"Audrey Merged",NULL
"TYCO HEALTHCARE GROUP LP  ","2092  Tiffany Dr",NULL,"MISC PROFESSIONAL","ATTN P L OROURKE",NULL,"Audrey Merged",NULL
"TYCO HEALTHCARE GROUP LP TOOLING AT DIVERSIFIED TOOL& DIE","2585  Birch St",NULL,"MFG LIGHT","ATTN P L OROURKE",NULL,"Audrey Merged",NULL
"UC HOUSING PARTNERS LP  ","1820 S Melrose Dr",NULL,"LOW INCOME HOUSING","C/O NATIONAL CORE-ACCOUNTING",NULL,"Audrey Merged",NULL
"UCSD DINING&HOUSING SVCS DBA 64 DEGREES RESTAURANT DBA 64 NORTH","9500  Gilman Dr",NULL,"CAFE","C/O DANIEL MORALES",NULL,"Audrey Merged",NULL
